Product ID,Product Name,Order Date,Sales,Quantity,Category,Region,Cost,Profit
101,Laptop,10-08-2023,521,4,Appliances,West,147,374
108,Blender,20-12-2023,419,7,Appliances,South,144,275
101,Smartphone,20-03-2023,949,6,Appliances,East,292,657
109,Smartphone,20-03-2023,972,5,Appliances,East,335,637
111,Laptop,10-02-2023,186,4,Appliances,North,451,-265
106,Microwave,12-07-2023,416,7,Appliances,West,236,180
107,Laptop,05-09-2023,961,5,Appliances,North,332,629
113,Coffee Maker,15-01-2023,233,5,Electronics,North,141,92
110,Laptop,12-07-2023,1360,1,Electronics,West,446,914
107,Smartphone,20-06-2023,521,2,Electronics,South,584,-63
110,Microwave,20-12-2023,1448,5,Electronics,East,314,1134
103,Coffee Maker,20-06-2023,703,3,Appliances,South,214,489
102,Laptop,20-03-2023,798,2,Electronics,West,250,548
109,Blender,15-01-2023,586,4,Electronics,East,473,113
108,Blender,25-03-2023,851,4,Electronics,South,146,705
113,Microwave,10-08-2023,1323,4,Electronics,East,99,1224
112,Blender,05-04-2023,969,4,Electronics,North,99,870
110,Laptop,15-01-2023,559,3,Appliances,North,456,103
107,Laptop,05-04-2023,679,7,Appliances,North,597,82
109,Smartphone,03-11-2023,1051,9,Appliances,North,472,579
104,Microwave,12-07-2023,1146,5,Electronics,East,166,980
113,Smartphone,12-07-2023,1355,4,Appliances,South,533,822
104,Microwave,05-04-2023,965,2,Electronics,East,160,805
101,Laptop,15-10-2023,1433,2,Appliances,West,247,1186
108,Microwave,10-08-2023,1083,5,Electronics,East,200,883
114,Laptop,15-01-2023,1284,7,Appliances,East,504,780
114,Blender,25-03-2023,201,9,Appliances,South,158,43
112,Smartphone,20-03-2023,1078,7,Electronics,West,86,992
103,Headphones,10-02-2023,1268,5,Electronics,South,210,1058
107,Coffee Maker,12-07-2023,1356,6,Appliances,North,275,1081
112,Headphones,20-06-2023,513,3,Electronics,North,173,340
102,Coffee Maker,10-08-2023,1186,5,Appliances,East,80,1106
102,Blender,10-02-2023,320,8,Appliances,East,397,-77
107,Smartphone,20-12-2023,1236,1,Electronics,East,488,748
106,Headphones,20-12-2023,509,1,Appliances,South,247,262
103,Blender,25-03-2023,154,7,Electronics,West,596,-442
109,Laptop,20-12-2023,1355,5,Electronics,North,286,1069
110,Microwave,15-05-2023,211,5,Appliances,East,185,26
114,Coffee Maker,01-10-2023,400,1,Appliances,North,594,-194
113,Laptop,20-03-2023,483,9,Appliances,South,471,12
106,Blender,12-07-2023,901,1,Appliances,North,54,847
110,Blender,20-03-2023,189,5,Electronics,West,565,-376
110,Laptop,20-12-2023,1205,9,Electronics,West,89,1116
106,Blender,15-10-2023,136,4,Appliances,South,496,-360
101,Laptop,03-11-2023,232,8,Electronics,East,463,-231
104,Laptop,03-11-2023,417,6,Electronics,North,95,322
110,Coffee Maker,10-02-2023,178,3,Electronics,South,594,-416
106,Coffee Maker,03-11-2023,1319,4,Electronics,North,135,1184
106,Microwave,03-11-2023,719,2,Electronics,North,125,594
111,Headphones,20-03-2023,1451,1,Electronics,West,580,871
112,Smartphone,01-10-2023,198,8,Electronics,North,197,1
105,Blender,15-05-2023,1034,1,Electronics,West,71,963
101,Headphones,10-02-2023,901,1,Appliances,North,133,768
108,Smartphone,12-07-2023,677,4,Appliances,South,233,444
105,Laptop,15-01-2023,495,6,Appliances,East,549,-54
112,Laptop,20-06-2023,933,9,Appliances,West,311,622
112,Coffee Maker,10-02-2023,343,1,Electronics,West,72,271
112,Headphones,05-09-2023,1216,7,Appliances,North,139,1077
105,Coffee Maker,15-10-2023,299,5,Electronics,North,239,60
107,Headphones,15-05-2023,927,8,Appliances,East,78,849
104,Blender,15-10-2023,997,7,Appliances,West,144,853
106,Coffee Maker,10-02-2023,1024,4,Appliances,South,184,840
113,Microwave,10-02-2023,1375,4,Electronics,South,532,843
104,Smartphone,05-09-2023,1098,6,Electronics,West,100,998
114,Laptop,03-11-2023,838,6,Electronics,West,548,290
103,Headphones,12-07-2023,1033,9,Electronics,West,365,668
107,Microwave,15-10-2023,938,5,Appliances,East,96,842
108,Microwave,10-02-2023,939,8,Appliances,South,522,417
104,Laptop,20-06-2023,119,5,Appliances,North,242,-123
113,Smartphone,20-03-2023,674,2,Appliances,North,210,464
102,Microwave,12-07-2023,924,6,Appliances,West,277,647
112,Coffee Maker,20-06-2023,1185,9,Appliances,North,243,942
110,Blender,20-12-2023,1437,3,Appliances,East,388,1049
114,Smartphone,12-07-2023,1376,1,Appliances,South,278,1098
103,Headphones,20-12-2023,520,1,Electronics,South,545,-25
101,Headphones,20-06-2023,140,3,Electronics,North,117,23
108,Microwave,01-10-2023,579,5,Appliances,North,205,374
103,Microwave,15-05-2023,710,3,Appliances,West,455,255
112,Smartphone,03-11-2023,788,9,Appliances,East,110,678
110,Headphones,20-06-2023,775,8,Electronics,South,167,608
107,Blender,05-04-2023,921,3,Electronics,East,462,459
110,Laptop,20-06-2023,241,9,Electronics,South,499,-258
105,Microwave,15-01-2023,1315,6,Electronics,East,379,936
110,Smartphone,15-01-2023,187,7,Electronics,North,155,32
105,Blender,10-08-2023,394,4,Appliances,East,338,56
114,Laptop,20-12-2023,1253,4,Electronics,East,259,994
107,Blender,05-04-2023,1058,2,Electronics,North,489,569
109,Laptop,03-11-2023,552,5,Appliances,South,374,178
112,Headphones,05-04-2023,252,8,Appliances,North,339,-87
105,Laptop,20-03-2023,622,7,Electronics,East,49,573
101,Microwave,05-04-2023,241,7,Appliances,East,590,-349
110,Microwave,20-03-2023,54,6,Electronics,East,570,-516
110,Headphones,10-08-2023,1310,3,Electronics,West,589,721
101,Laptop,10-08-2023,360,5,Appliances,East,506,-146
102,Headphones,15-05-2023,598,1,Electronics,East,298,300
114,Coffee Maker,15-01-2023,105,7,Electronics,North,32,73
106,Headphones,20-06-2023,492,9,Appliances,North,45,447
109,Headphones,20-06-2023,1310,1,Appliances,South,387,923
108,Laptop,20-12-2023,919,2,Appliances,South,162,757
113,Headphones,05-09-2023,1270,3,Electronics,North,341,929
105,Smartphone,05-09-2023,634,3,Appliances,West,511,123
101,Smartphone,25-03-2023,801,8,Appliances,North,573,228
113,Laptop,12-07-2023,409,7,Appliances,East,334,75
107,Microwave,15-05-2023,868,6,Electronics,West,298,570
105,Laptop,25-03-2023,79,4,Electronics,North,443,-364
106,Smartphone,25-03-2023,157,9,Electronics,West,54,103
113,Coffee Maker,10-02-2023,893,1,Appliances,South,345,548
107,Coffee Maker,20-12-2023,766,2,Appliances,North,305,461
103,Smartphone,10-02-2023,940,4,Appliances,South,418,522
112,Laptop,15-10-2023,1009,3,Electronics,East,473,536
110,Laptop,20-12-2023,942,1,Appliances,East,456,486
103,Coffee Maker,25-03-2023,781,5,Electronics,West,86,695
105,Coffee Maker,05-04-2023,655,7,Appliances,East,595,60
106,Blender,12-07-2023,506,2,Electronics,East,397,109
109,Blender,15-05-2023,664,5,Appliances,North,371,293
113,Coffee Maker,20-12-2023,747,6,Appliances,West,333,414
114,Headphones,25-03-2023,723,7,Electronics,East,403,320
112,Coffee Maker,03-11-2023,1320,1,Appliances,North,141,1179
105,Microwave,01-10-2023,592,7,Appliances,East,35,557
101,Headphones,20-06-2023,906,4,Electronics,East,308,598
114,Headphones,12-07-2023,946,8,Electronics,South,411,535
114,Laptop,10-02-2023,327,4,Appliances,West,42,285
114,Coffee Maker,15-10-2023,601,6,Electronics,North,332,269
104,Laptop,20-06-2023,160,9,Appliances,South,585,-425
105,Coffee Maker,20-12-2023,434,5,Electronics,West,189,245
112,Coffee Maker,10-02-2023,810,4,Appliances,East,183,627
110,Blender,10-02-2023,1264,8,Electronics,North,210,1054
110,Coffee Maker,12-07-2023,743,9,Appliances,West,555,188
105,Blender,10-02-2023,1499,4,Appliances,East,209,1290
107,Blender,01-10-2023,454,3,Electronics,North,406,48
104,Coffee Maker,10-08-2023,1408,8,Electronics,West,197,1211
101,Laptop,15-10-2023,1282,5,Electronics,South,243,1039
114,Smartphone,15-01-2023,71,2,Electronics,East,179,-108
114,Headphones,10-08-2023,727,9,Appliances,East,45,682
105,Blender,15-01-2023,660,3,Appliances,West,120,540
107,Laptop,05-09-2023,1281,2,Appliances,East,149,1132
110,Coffee Maker,03-11-2023,57,1,Appliances,North,282,-225
110,Smartphone,05-09-2023,751,8,Electronics,West,89,662
106,Laptop,10-02-2023,578,3,Electronics,South,295,283
105,Coffee Maker,15-05-2023,651,7,Electronics,West,438,213
104,Laptop,15-05-2023,706,1,Electronics,West,60,646
102,Headphones,15-01-2023,215,1,Electronics,South,50,165
104,Headphones,20-06-2023,898,9,Electronics,East,318,580
110,Blender,12-07-2023,545,8,Appliances,South,572,-27
110,Coffee Maker,10-02-2023,639,3,Appliances,North,527,112
103,Microwave,12-07-2023,478,6,Appliances,East,503,-25
110,Coffee Maker,10-08-2023,823,3,Electronics,West,434,389
101,Blender,15-05-2023,212,4,Appliances,East,577,-365
108,Laptop,05-04-2023,415,1,Electronics,East,161,254
105,Laptop,15-10-2023,1312,5,Appliances,North,353,959
113,Smartphone,10-08-2023,121,1,Electronics,East,161,-40
104,Coffee Maker,03-11-2023,704,1,Appliances,East,550,154
108,Laptop,15-10-2023,318,7,Electronics,East,59,259
107,Microwave,01-10-2023,464,6,Electronics,East,330,134
102,Coffee Maker,10-08-2023,1318,2,Appliances,South,33,1285
101,Blender,15-01-2023,1065,2,Electronics,East,354,711
112,Laptop,01-10-2023,724,7,Electronics,North,538,186
111,Microwave,20-03-2023,1133,1,Appliances,East,266,867
104,Headphones,10-08-2023,55,2,Electronics,East,564,-509
108,Microwave,01-10-2023,1031,8,Appliances,West,45,986
112,Blender,10-02-2023,619,6,Electronics,South,563,56
102,Coffee Maker,15-10-2023,456,2,Appliances,East,475,-19
103,Microwave,25-03-2023,1290,7,Appliances,South,532,758
112,Blender,25-03-2023,75,4,Appliances,North,259,-184
101,Coffee Maker,10-02-2023,1078,2,Appliances,West,136,942
101,Laptop,20-03-2023,1035,6,Appliances,South,418,617
113,Laptop,03-11-2023,439,9,Electronics,East,292,147
103,Laptop,20-03-2023,759,9,Appliances,North,592,167
111,Coffee Maker,15-01-2023,620,8,Appliances,East,94,526
105,Microwave,15-05-2023,803,3,Appliances,South,294,509
112,Laptop,12-07-2023,195,3,Electronics,North,367,-172
103,Headphones,15-10-2023,1461,2,Electronics,North,330,1131
101,Laptop,20-03-2023,834,5,Appliances,South,407,427
101,Coffee Maker,05-04-2023,1322,4,Electronics,South,204,1118
108,Smartphone,15-01-2023,575,7,Appliances,North,181,394
110,Coffee Maker,05-09-2023,62,4,Electronics,West,505,-443
111,Coffee Maker,20-06-2023,952,9,Appliances,North,295,657
112,Headphones,05-09-2023,433,2,Electronics,East,358,75
113,Headphones,03-11-2023,605,6,Appliances,North,192,413
113,Coffee Maker,15-01-2023,936,7,Electronics,South,467,469
112,Coffee Maker,15-10-2023,1472,4,Appliances,East,372,1100
114,Coffee Maker,01-10-2023,68,6,Appliances,North,396,-328
102,Blender,10-08-2023,624,7,Appliances,North,494,130
113,Headphones,12-07-2023,800,4,Electronics,West,228,572
103,Smartphone,20-06-2023,1053,8,Electronics,South,529,524
102,Headphones,05-09-2023,468,9,Electronics,East,45,423
103,Laptop,20-06-2023,1410,1,Appliances,North,325,1085
107,Microwave,05-04-2023,468,7,Appliances,West,540,-72
101,Blender,05-04-2023,171,9,Electronics,East,268,-97
110,Blender,01-10-2023,481,5,Electronics,East,330,151
108,Headphones,03-11-2023,93,2,Electronics,North,35,58
113,Coffee Maker,05-04-2023,1390,6,Electronics,East,249,1141
110,Microwave,15-01-2023,430,7,Electronics,North,482,-52
110,Blender,12-07-2023,194,2,Appliances,West,462,-268
110,Headphones,15-10-2023,1400,2,Appliances,East,415,985
114,Blender,01-10-2023,412,1,Appliances,North,324,88
102,Microwave,15-01-2023,1123,4,Electronics,South,147,976
103,Smartphone,25-03-2023,1138,7,Appliances,West,434,704
109,Laptop,10-08-2023,404,9,Appliances,North,595,-191
107,Microwave,20-12-2023,849,3,Appliances,North,41,808
104,Laptop,10-08-2023,1237,7,Appliances,North,238,999
110,Coffee Maker,05-04-2023,1214,7,Appliances,East,194,1020
105,Headphones,25-03-2023,875,7,Appliances,South,323,552
102,Microwave,20-03-2023,1201,2,Electronics,East,548,653
113,Laptop,20-03-2023,447,6,Electronics,East,107,340
111,Laptop,15-10-2023,929,2,Appliances,North,463,466
113,Blender,05-04-2023,512,6,Electronics,East,106,406
108,Blender,05-09-2023,857,3,Appliances,North,77,780
104,Microwave,15-01-2023,236,2,Electronics,South,111,125
109,Laptop,05-04-2023,781,6,Electronics,East,238,543
105,Microwave,15-05-2023,1263,2,Appliances,East,474,789
113,Blender,20-06-2023,1461,5,Electronics,East,551,910
109,Microwave,15-10-2023,478,2,Electronics,North,58,420
104,Coffee Maker,10-08-2023,907,3,Appliances,North,333,574
110,Smartphone,20-03-2023,1357,3,Electronics,East,494,863
105,Laptop,10-02-2023,286,6,Electronics,East,531,-245
109,Coffee Maker,20-12-2023,1267,6,Appliances,South,475,792
108,Smartphone,20-03-2023,1360,3,Electronics,West,519,841
103,Blender,15-10-2023,820,3,Appliances,South,457,363
101,Blender,10-08-2023,807,1,Electronics,North,588,219
103,Laptop,15-10-2023,185,7,Electronics,South,388,-203
104,Coffee Maker,20-06-2023,841,8,Appliances,South,120,721
102,Headphones,10-08-2023,220,2,Electronics,East,82,138
101,Coffee Maker,03-11-2023,208,4,Electronics,North,233,-25
107,Blender,10-02-2023,250,7,Appliances,West,585,-335
108,Smartphone,05-04-2023,1011,8,Electronics,West,185,826
107,Blender,03-11-2023,632,1,Electronics,South,31,601
114,Smartphone,25-03-2023,925,4,Electronics,West,386,539
105,Coffee Maker,10-02-2023,420,6,Appliances,South,598,-178
112,Laptop,10-08-2023,152,3,Appliances,West,87,65
101,Blender,10-08-2023,1051,5,Appliances,South,283,768
107,Microwave,15-05-2023,1198,9,Appliances,East,209,989
113,Coffee Maker,01-10-2023,1386,3,Electronics,East,522,864
107,Smartphone,15-05-2023,1025,5,Appliances,West,64,961
109,Headphones,12-07-2023,847,8,Appliances,East,104,743
103,Smartphone,15-05-2023,1303,6,Appliances,South,318,985
109,Coffee Maker,15-01-2023,707,4,Appliances,East,400,307
114,Headphones,25-03-2023,931,8,Appliances,South,358,573
101,Headphones,03-11-2023,1270,3,Appliances,North,333,937
101,Laptop,20-06-2023,782,3,Electronics,South,250,532
114,Blender,03-11-2023,472,4,Appliances,East,193,279
104,Smartphone,03-11-2023,621,9,Appliances,North,509,112
109,Headphones,10-02-2023,220,5,Appliances,North,484,-264
106,Coffee Maker,10-08-2023,1455,8,Electronics,North,404,1051
113,Coffee Maker,12-07-2023,222,6,Appliances,North,249,-27
111,Laptop,12-07-2023,712,3,Appliances,East,283,429
103,Microwave,20-06-2023,502,8,Electronics,South,217,285
101,Microwave,25-03-2023,399,9,Electronics,East,220,179
104,Headphones,10-02-2023,543,8,Appliances,South,418,125
112,Microwave,20-03-2023,669,4,Appliances,South,244,425
113,Blender,15-10-2023,1077,6,Electronics,East,404,673
109,Microwave,15-05-2023,1166,1,Appliances,South,115,1051
103,Smartphone,15-10-2023,968,4,Appliances,North,503,465
112,Laptop,15-10-2023,55,8,Appliances,South,560,-505
109,Headphones,05-04-2023,337,1,Appliances,North,76,261
107,Blender,15-10-2023,1219,3,Electronics,West,94,1125
112,Headphones,12-07-2023,1497,1,Appliances,West,504,993
114,Smartphone,15-05-2023,657,9,Electronics,East,175,482
104,Smartphone,15-05-2023,506,2,Electronics,East,411,95
103,Smartphone,15-01-2023,1275,9,Electronics,West,95,1180
110,Smartphone,25-03-2023,1285,4,Electronics,South,546,739
105,Laptop,05-04-2023,1079,2,Electronics,South,122,957
105,Microwave,15-10-2023,673,4,Electronics,South,455,218
103,Laptop,01-10-2023,425,6,Appliances,West,497,-72
112,Laptop,20-03-2023,496,7,Appliances,North,123,373
109,Microwave,03-11-2023,884,3,Appliances,East,162,722
104,Smartphone,10-08-2023,1179,3,Electronics,North,463,716
111,Blender,15-01-2023,860,8,Appliances,West,370,490
105,Headphones,15-05-2023,1474,5,Appliances,North,343,1131
104,Laptop,15-05-2023,1169,4,Electronics,South,241,928
105,Blender,05-09-2023,1461,7,Appliances,South,549,912
107,Microwave,05-04-2023,1008,7,Appliances,North,188,820
109,Laptop,15-10-2023,898,9,Electronics,West,297,601
107,Laptop,05-04-2023,858,9,Electronics,North,503,355
113,Blender,05-09-2023,1028,5,Electronics,South,439,589
105,Laptop,20-12-2023,465,8,Electronics,North,503,-38
110,Microwave,03-11-2023,775,1,Appliances,South,385,390
110,Coffee Maker,05-04-2023,503,9,Appliances,South,222,281
107,Headphones,15-05-2023,1364,8,Electronics,North,300,1064
114,Coffee Maker,12-07-2023,1266,6,Electronics,North,143,1123
110,Headphones,10-02-2023,199,3,Electronics,East,552,-353
105,Smartphone,15-05-2023,808,3,Appliances,West,84,724
103,Headphones,15-01-2023,828,8,Appliances,West,94,734
107,Coffee Maker,25-03-2023,1022,5,Appliances,North,301,721
113,Blender,20-12-2023,812,7,Appliances,West,531,281
111,Headphones,05-09-2023,1051,5,Electronics,South,391,660
111,Smartphone,20-03-2023,1466,8,Appliances,North,175,1291
102,Smartphone,10-08-2023,1389,4,Appliances,North,238,1151
112,Laptop,20-03-2023,125,2,Electronics,North,315,-190
109,Headphones,15-05-2023,648,3,Appliances,East,39,609
110,Laptop,15-01-2023,1343,8,Appliances,West,215,1128
110,Blender,15-10-2023,274,7,Appliances,East,493,-219
112,Smartphone,15-05-2023,162,2,Electronics,West,163,-1
101,Headphones,25-03-2023,300,6,Appliances,East,200,100
113,Smartphone,12-07-2023,1306,9,Appliances,North,242,1064
106,Coffee Maker,03-11-2023,890,4,Appliances,East,559,331
107,Smartphone,01-10-2023,763,9,Appliances,North,531,232
114,Microwave,10-08-2023,1156,2,Electronics,East,56,1100
113,Microwave,25-03-2023,174,2,Appliances,East,97,77
108,Headphones,05-09-2023,1248,9,Appliances,East,437,811
110,Coffee Maker,15-10-2023,1142,7,Electronics,North,581,561
109,Headphones,05-09-2023,1120,7,Appliances,East,138,982
102,Coffee Maker,15-05-2023,933,1,Appliances,West,103,830
111,Smartphone,15-01-2023,1329,6,Appliances,West,291,1038
110,Headphones,25-03-2023,79,7,Electronics,North,397,-318
102,Laptop,20-06-2023,330,6,Electronics,North,266,64
105,Microwave,15-10-2023,973,6,Appliances,West,395,578
113,Headphones,15-01-2023,1310,2,Electronics,South,315,995
105,Blender,12-07-2023,1321,6,Electronics,East,407,914
106,Laptop,15-10-2023,417,4,Appliances,South,405,12
103,Coffee Maker,05-09-2023,544,9,Electronics,South,105,439
108,Microwave,15-10-2023,1098,1,Electronics,North,38,1060
113,Headphones,01-10-2023,767,8,Appliances,East,225,542
101,Laptop,15-05-2023,1066,5,Appliances,North,319,747
106,Microwave,05-04-2023,1387,1,Appliances,North,90,1297
104,Blender,05-09-2023,655,4,Appliances,East,418,237
101,Laptop,01-10-2023,424,1,Appliances,North,592,-168
107,Laptop,20-12-2023,688,6,Appliances,East,593,95
109,Blender,10-08-2023,1098,2,Appliances,East,37,1061
113,Coffee Maker,10-02-2023,1407,5,Electronics,North,398,1009
104,Microwave,05-04-2023,1428,7,Appliances,North,74,1354
104,Microwave,15-05-2023,165,2,Electronics,North,373,-208
106,Laptop,20-06-2023,97,6,Electronics,East,404,-307
112,Headphones,05-04-2023,148,6,Electronics,South,56,92
103,Coffee Maker,10-08-2023,454,5,Appliances,East,222,232
113,Coffee Maker,15-01-2023,1287,5,Appliances,West,386,901
112,Blender,20-06-2023,734,3,Electronics,South,91,643
106,Blender,05-09-2023,952,2,Electronics,West,91,861
107,Coffee Maker,20-06-2023,552,7,Electronics,North,451,101
111,Coffee Maker,25-03-2023,943,1,Appliances,North,580,363
110,Coffee Maker,10-08-2023,307,6,Electronics,West,409,-102
110,Headphones,20-12-2023,893,6,Appliances,West,306,587
103,Coffee Maker,15-10-2023,170,3,Appliances,North,460,-290
107,Microwave,01-10-2023,859,2,Appliances,West,144,715
114,Blender,05-04-2023,1027,2,Electronics,East,150,877
103,Headphones,25-03-2023,103,9,Appliances,South,554,-451
113,Coffee Maker,03-11-2023,1068,5,Appliances,East,445,623
113,Headphones,20-06-2023,1404,7,Electronics,West,192,1212
102,Laptop,25-03-2023,833,5,Electronics,North,366,467
112,Blender,20-03-2023,290,7,Electronics,East,408,-118
114,Microwave,10-08-2023,532,4,Electronics,North,353,179
110,Coffee Maker,01-10-2023,1062,8,Electronics,East,202,860
104,Laptop,12-07-2023,236,7,Appliances,North,93,143
112,Laptop,15-01-2023,705,5,Appliances,East,130,575
108,Microwave,20-06-2023,311,6,Electronics,East,351,-40
113,Smartphone,10-08-2023,1002,5,Electronics,South,95,907
109,Microwave,12-07-2023,1437,7,Appliances,North,586,851
107,Coffee Maker,12-07-2023,540,2,Appliances,South,487,53
101,Coffee Maker,03-11-2023,480,5,Electronics,North,482,-2
103,Smartphone,15-05-2023,288,3,Appliances,East,288,0
113,Headphones,01-10-2023,353,9,Appliances,South,455,-102
112,Laptop,25-03-2023,347,6,Electronics,North,207,140
114,Headphones,12-07-2023,125,3,Appliances,East,309,-184
109,Microwave,20-03-2023,1406,7,Electronics,South,373,1033
112,Blender,03-11-2023,1048,4,Electronics,South,46,1002
101,Coffee Maker,10-08-2023,691,3,Electronics,East,325,366
109,Smartphone,03-11-2023,876,8,Electronics,South,231,645
108,Smartphone,10-02-2023,332,4,Electronics,East,223,109
101,Blender,10-02-2023,640,1,Electronics,West,178,462
106,Laptop,15-10-2023,121,6,Appliances,West,404,-283
105,Smartphone,03-11-2023,1336,1,Appliances,North,64,1272
106,Coffee Maker,15-10-2023,752,5,Electronics,South,398,354
110,Coffee Maker,20-06-2023,624,7,Appliances,North,58,566
112,Smartphone,15-10-2023,1049,6,Appliances,North,250,799
113,Laptop,05-09-2023,941,2,Electronics,North,82,859
113,Laptop,25-03-2023,61,4,Appliances,East,382,-321
113,Laptop,05-09-2023,190,2,Appliances,North,421,-231
105,Coffee Maker,12-07-2023,66,1,Electronics,South,105,-39
106,Microwave,10-08-2023,1136,3,Appliances,East,523,613
105,Smartphone,20-06-2023,302,3,Electronics,North,551,-249
111,Blender,05-04-2023,514,7,Electronics,East,146,368
112,Laptop,12-07-2023,425,1,Electronics,West,309,116
105,Microwave,25-03-2023,1030,9,Electronics,East,204,826
104,Headphones,10-02-2023,569,6,Electronics,East,324,245
103,Microwave,01-10-2023,139,4,Appliances,South,480,-341
103,Blender,15-10-2023,769,3,Electronics,North,547,222
104,Microwave,15-05-2023,853,3,Appliances,East,50,803
109,Laptop,10-08-2023,845,2,Appliances,East,102,743
102,Blender,15-01-2023,679,2,Electronics,West,65,614
109,Smartphone,01-10-2023,1248,5,Appliances,West,536,712
101,Laptop,05-09-2023,125,9,Electronics,East,262,-137
114,Smartphone,15-10-2023,975,2,Electronics,North,526,449
101,Headphones,20-06-2023,449,2,Appliances,East,235,214
105,Coffee Maker,05-09-2023,1019,6,Electronics,East,455,564
106,Laptop,10-08-2023,1144,2,Appliances,North,73,1071
106,Microwave,05-09-2023,1253,4,Appliances,South,120,1133
103,Blender,10-08-2023,1197,6,Appliances,North,499,698
107,Headphones,05-09-2023,1454,5,Electronics,North,496,958
109,Coffee Maker,01-10-2023,1366,1,Electronics,North,483,883
111,Laptop,03-11-2023,846,6,Appliances,South,362,484
112,Laptop,20-03-2023,244,1,Electronics,South,536,-292
110,Headphones,01-10-2023,277,3,Electronics,West,499,-222
108,Microwave,03-11-2023,510,5,Electronics,South,50,460
106,Microwave,05-04-2023,667,5,Appliances,West,257,410
112,Headphones,12-07-2023,1094,6,Appliances,West,405,689
108,Laptop,12-07-2023,113,8,Appliances,West,159,-46
112,Laptop,25-03-2023,214,5,Appliances,East,443,-229
105,Coffee Maker,15-10-2023,76,1,Appliances,East,100,-24
108,Headphones,01-10-2023,1384,5,Electronics,East,433,951
110,Microwave,01-10-2023,1061,3,Electronics,West,591,470
112,Coffee Maker,15-01-2023,334,4,Electronics,West,426,-92
104,Smartphone,15-01-2023,330,8,Appliances,North,366,-36
110,Smartphone,25-03-2023,887,7,Electronics,East,534,353
108,Laptop,15-05-2023,880,5,Appliances,West,305,575
110,Microwave,12-07-2023,1237,2,Electronics,North,42,1195
112,Headphones,15-05-2023,967,6,Electronics,West,32,935
102,Smartphone,15-10-2023,273,6,Appliances,South,253,20
112,Blender,10-08-2023,833,6,Appliances,North,204,629
112,Blender,10-08-2023,1219,9,Appliances,West,414,805
105,Blender,20-12-2023,1014,8,Appliances,North,270,744
109,Coffee Maker,10-02-2023,999,8,Appliances,West,576,423
104,Microwave,05-09-2023,1103,1,Appliances,East,43,1060
111,Headphones,15-01-2023,94,5,Appliances,South,224,-130
106,Coffee Maker,10-02-2023,520,7,Electronics,East,426,94
101,Coffee Maker,05-04-2023,83,6,Electronics,West,460,-377
109,Coffee Maker,25-03-2023,702,5,Appliances,West,335,367
101,Microwave,25-03-2023,879,8,Electronics,South,363,516
105,Microwave,10-08-2023,270,3,Appliances,East,439,-169
104,Laptop,01-10-2023,583,6,Electronics,South,32,551
113,Microwave,12-07-2023,741,5,Appliances,West,581,160
112,Smartphone,15-05-2023,1440,8,Electronics,West,481,959
113,Smartphone,15-01-2023,981,4,Appliances,North,524,457
113,Coffee Maker,10-02-2023,890,8,Appliances,North,446,444
114,Coffee Maker,15-05-2023,1060,2,Electronics,South,420,640
103,Blender,01-10-2023,631,9,Appliances,West,402,229
113,Microwave,10-02-2023,1189,9,Appliances,East,81,1108
106,Microwave,03-11-2023,288,6,Appliances,East,405,-117
102,Coffee Maker,05-09-2023,1408,4,Appliances,East,424,984
103,Smartphone,05-04-2023,490,4,Appliances,South,171,319
105,Laptop,20-12-2023,197,6,Electronics,South,115,82
109,Blender,05-04-2023,1082,5,Appliances,North,493,589
102,Smartphone,15-05-2023,1361,6,Electronics,East,75,1286
110,Smartphone,15-05-2023,437,7,Electronics,North,267,170
108,Smartphone,20-12-2023,1123,7,Appliances,North,39,1084
114,Microwave,15-05-2023,965,9,Electronics,West,559,406
102,Laptop,20-12-2023,687,8,Electronics,East,207,480
111,Coffee Maker,10-02-2023,327,6,Appliances,South,35,292
113,Coffee Maker,20-12-2023,1038,6,Electronics,West,336,702
105,Blender,05-09-2023,1373,5,Electronics,North,577,796
107,Smartphone,20-12-2023,638,1,Electronics,North,356,282
108,Laptop,03-11-2023,698,9,Appliances,North,385,313
101,Laptop,20-12-2023,667,9,Appliances,North,424,243
106,Headphones,20-03-2023,184,9,Electronics,East,329,-145
101,Smartphone,20-12-2023,629,8,Electronics,North,555,74
102,Microwave,15-05-2023,1220,3,Electronics,West,314,906
101,Laptop,03-11-2023,539,1,Appliances,North,359,180
111,Blender,12-07-2023,527,8,Electronics,South,79,448
105,Microwave,15-10-2023,1232,7,Electronics,South,407,825
110,Laptop,03-11-2023,433,5,Electronics,South,567,-134
109,Smartphone,01-10-2023,212,7,Electronics,East,173,39
106,Headphones,15-10-2023,490,4,Appliances,East,89,401
111,Blender,15-01-2023,1262,9,Appliances,South,104,1158
111,Coffee Maker,15-01-2023,464,2,Appliances,South,32,432
101,Smartphone,01-10-2023,1412,9,Electronics,North,477,935
113,Laptop,03-11-2023,1254,9,Electronics,West,304,950
101,Microwave,10-02-2023,337,5,Electronics,North,559,-222
102,Headphones,01-10-2023,236,1,Appliances,East,244,-8
109,Blender,15-10-2023,1211,7,Appliances,East,514,697
103,Headphones,15-10-2023,179,4,Appliances,North,358,-179
101,Coffee Maker,15-05-2023,243,9,Appliances,West,284,-41
105,Blender,10-08-2023,365,6,Appliances,North,416,-51
107,Headphones,25-03-2023,193,3,Appliances,East,155,38
